Item,Recipe,Power,Items,Buildings,Resources,Buildings Scaled,Resources Scaled,Bauxite,Nitrogen Gas,SAM,Limestone,Crude Oil,Caterium Ore,Coal,Raw Quartz,Sulfur,Water,Uranium,Copper Ore,Iron Ore
Silica,Silica,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Silica,Alternate: Distilled Silica,71528.9,81874.8,1033.7,33460.2,1080.2,34118.9,2443.0,1336.2,635.7,1001.9,2983.1,896.8,203.2,793.4,736.3,7769.5,169.2,6850.4,7641.5
Silica,Alternate: Cheap Silica,71570.8,81717.3,1037.7,33794.4,1079.9,34149.9,2443.1,1164.9,635.7,1421.0,2930.7,864.8,203.3,1008.1,736.6,7730.2,169.3,6861.2,7625.3
Aluminum Scrap,Aluminum Scrap,71196.4,82330.8,1029.9,35286.5,1059.1,35337.0,2704.9,1162.6,635.7,918.1,2639.4,864.7,1774.9,1182.0,734.2,7937.4,168.7,6862.5,7701.5
Aluminum Scrap,Alternate: Electrode Aluminum Scrap,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Aluminum Scrap,Alternate: Instant Scrap,72252.3,80100.4,1040.6,35027.6,1113.8,36201.6,2230.8,1169.3,635.7,853.4,2755.5,869.0,1635.7,1136.1,1456.5,6973.3,170.4,7060.6,8081.3
Packaged Alumina Solution,Packaged Alumina Solution,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Crystal Oscillator,Crystal Oscillator,72327.9,82623.3,1075.4,33844.7,1112.8,34548.0,2443.6,1169.8,635.7,895.7,2919.6,820.1,204.9,1266.2,741.5,7883.5,170.5,6949.3,7744.2
Crystal Oscillator,Alternate: Insulated Crystal Oscillator,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Smart Plating,Alternate: Plastic Smart Plating,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Smart Plating,Smart Plating,71359.9,81428.2,1048.3,33394.4,1075.1,34185.2,2444.6,1163.6,635.7,894.4,2926.4,864.0,202.9,1133.9,735.2,7723.3,168.9,6867.2,7634.2
Automated Wiring,Alternate: Automated Speed Wiring,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Automated Wiring,Automated Wiring,71401.3,81753.9,1053.2,33397.6,1079.0,34261.9,2443.0,1163.9,635.7,894.5,3052.4,825.5,203.0,1078.8,735.5,7697.9,169.0,6853.2,7645.3
Encased Industrial Beam,Encased Industrial Beam,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Encased Industrial Beam,Alternate: Encased Industrial Pipe,71663.2,81776.7,1061.7,33455.3,1084.9,33975.6,2253.1,1165.5,635.7,824.4,2995.6,865.2,203.5,1134.6,737.2,7556.7,169.4,6861.3,8052.9
Motor,Motor,71374.7,82248.8,1054.4,33603.7,1076.9,34426.4,2449.4,1241.7,635.7,894.4,2930.7,905.6,202.9,1097.5,735.3,7772.3,169.0,6880.7,7688.6
Motor,Alternate: Electric Motor,71325.2,81686.3,1049.1,33424.1,1073.2,34220.3,2445.7,1163.4,635.7,894.4,2909.9,897.9,202.8,1134.8,735.0,7722.9,168.9,6874.3,7638.3
Motor,Alternate: Rigor Motor,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Stator,Stator,71455.9,81455.7,1046.2,33374.5,1077.6,34014.0,2443.0,1164.2,635.7,894.5,2933.6,740.0,203.1,1134.1,735.9,7724.3,169.1,6888.1,7708.9
Stator,Alternate: Quickwire Stator,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
AI Limiter,AI Limiter,71663.0,82128.1,1059.2,33780.6,1085.7,34344.3,2443.1,1165.5,635.7,894.8,2845.4,954.9,203.5,1134.6,737.2,7885.4,169.4,6973.4,7737.5
AI Limiter,Alternate: Plastic AI Limiter,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Heavy Modular Frame,Alternate: Heavy Flexible Frame,71943.5,83814.3,1085.6,33574.2,1104.5,34781.6,2462.3,1167.3,635.7,754.0,3079.5,867.7,204.1,1248.5,739.0,7742.0,169.9,6868.6,7635.4
Heavy Modular Frame,Heavy Modular Frame,72687.1,86966.2,1129.0,34327.5,1140.1,35061.8,2582.7,1172.0,635.7,952.5,3060.0,869.3,205.7,1137.3,743.8,7943.0,171.1,6867.4,7987.1
Heavy Modular Frame,Alternate: Heavy Encased Frame,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Computer,Computer,72247.7,82955.4,1065.5,33858.3,1098.0,34511.4,2443.5,1169.2,635.7,895.6,3115.3,798.0,204.7,1057.4,741.0,7989.6,170.4,6936.7,7701.1
Computer,Alternate: Crystal Computer,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Computer,Alternate: Caterium Computer,71515.2,81992.6,1052.2,33569.7,1076.8,34303.4,2443.0,1164.6,635.7,894.6,2962.8,930.1,203.2,1055.5,736.2,7749.8,169.2,6930.5,7694.5
Modular Engine,Modular Engine,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Adaptive Control Unit,Adaptive Control Unit,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Wire,Alternate: Fused Wire,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Wire,Alternate: Caterium Wire,71334.7,81335.6,1043.0,33404.7,1069.1,34316.3,2442.9,1163.4,635.7,894.4,2936.1,949.4,202.8,1133.8,735.1,7718.0,168.9,6830.1,7594.1
Wire,Alternate: Iron Wire,71408.8,81537.8,1060.3,33457.5,1075.5,34157.8,2443.0,1163.9,635.7,894.5,2927.9,833.1,203.0,1134.0,735.6,7720.9,169.0,6864.6,7732.3
Wire,Wire,71378.3,81568.0,1053.9,33515.4,1072.5,34209.6,2442.9,1163.7,635.7,894.4,2927.8,833.0,202.9,1133.9,735.4,7719.2,169.0,6946.7,7710.7
Rotor,Alternate: Copper Rotor,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Rotor,Rotor,71366.8,81509.1,1047.9,33319.0,1074.5,34170.7,2446.3,1163.6,635.7,894.4,2935.0,864.0,202.9,1133.9,735.3,7676.9,168.9,6838.2,7623.7
Rotor,Alternate: Steel Rotor,71392.0,81096.2,1046.4,33363.9,1074.8,34194.6,2435.3,1163.8,635.7,894.4,2941.4,873.3,203.0,1133.9,735.5,7668.1,169.0,6847.4,7663.2
Modular Frame,Modular Frame,71661.1,81307.0,1062.3,33319.2,1093.8,34216.4,2443.1,1165.5,635.7,894.8,2946.3,865.2,203.5,1134.6,737.2,7733.6,169.4,6870.2,7519.9
Modular Frame,Alternate: Bolted Frame,71379.5,82438.9,1045.3,33280.1,1076.0,34219.2,2471.9,1163.7,635.7,894.4,2933.4,864.2,202.9,1133.9,735.4,7746.2,169.0,6870.2,7459.2
Modular Frame,Alternate: Steeled Frame,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Cable,Alternate: Coated Cable,71413.5,81328.0,1043.9,33372.6,1072.8,34144.7,2443.0,1163.9,635.7,894.5,2908.4,865.6,203.0,1134.0,735.6,7730.6,169.0,6862.6,7626.6
Cable,Alternate: Quickwire Cable,71416.5,81234.1,1047.8,33368.4,1076.1,34168.0,2443.0,1164.0,635.7,894.5,2911.3,880.0,203.0,1134.0,735.6,7723.9,169.0,6855.2,7619.2
Cable,Alternate: Insulated Cable,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Cable,Cable,71384.5,81638.7,1050.4,33396.6,1074.8,34136.2,2442.9,1163.8,635.7,894.4,2880.7,884.8,202.9,1133.9,735.4,7725.3,169.0,6881.9,7645.9
Reinforced Iron Plate,Alternate: Adhered Iron Plate,71358.5,81287.1,1042.6,33376.3,1071.5,34180.5,2442.9,1163.6,635.7,894.4,2930.0,864.0,202.9,1133.9,735.2,7718.4,168.9,6861.2,7625.2
Reinforced Iron Plate,Alternate: Stitched Iron Plate,71345.0,81638.0,1042.2,33406.1,1071.0,34163.5,2442.9,1163.5,635.7,894.4,2897.4,882.1,202.9,1133.8,735.2,7722.1,168.9,6880.3,7647.0
Reinforced Iron Plate,Alternate: Bolted Iron Plate,71286.5,82267.2,1040.1,33420.6,1066.5,34167.9,2456.0,1163.1,635.7,894.3,2903.4,863.7,202.7,1133.7,734.8,7737.1,168.8,6869.3,7657.9
